date,EURUSD,GBPUSD,NZDUSD,CADUSD,AUDUSD
2021-08-19 06:00:00,1.16786,1.37096,0.68404,0.7862,0.71834
2021-08-19 07:00:00,1.16828,1.36975,0.6837,0.78522,0.71714
2021-08-19 08:00:00,1.16869,1.36764,0.68208,0.78434,0.71567
2021-08-19 09:00:00,1.16959,1.36926,0.6829,0.78454,0.71645
2021-08-19 10:00:00,1.1693,1.36869,0.68379,0.78443,0.71632
2021-08-19 11:00:00,1.16994,1.36814,0.68392,0.78425,0.71682
2021-08-19 12:00:00,1.16988,1.36812,0.68357,0.78398,0.71702
2021-08-19 13:00:00,1.17,1.36912,0.68463,0.78384,0.71782
2021-08-19 14:00:00,1.16828,1.3661,0.68379,0.78047,0.71568
2021-08-19 15:00:00,1.16928,1.36711,0.68508,0.78166,0.71692
2021-08-19 16:00:00,1.16885,1.36535,0.68406,0.78112,0.7163
2021-08-19 17:00:00,1.16776,1.36469,0.68275,0.78024,0.71494
2021-08-19 18:00:00,1.16759,1.36385,0.68303,0.77993,0.71503
2021-08-19 19:00:00,1.16766,1.3634,0.6827,0.77974,0.71472
2021-08-19 20:00:00,1.16764,1.36342,0.68268,0.7795,0.7146
2021-08-19 21:00:00,1.16777,1.36368,0.68308,0.77971,0.7149
2021-08-19 22:00:00,1.16779,1.36346,0.68269,0.77957,0.71484
2021-08-19 23:00:00,1.16765,1.36303,0.68194,0.77935,0.71462
2021-08-20 00:00:00,1.16823,1.36406,0.68337,0.78033,0.71537
2021-08-20 01:00:00,1.168,1.36246,0.68143,0.77749,0.71312
2021-08-20 02:00:00,1.16795,1.36226,0.68232,0.77765,0.71332
2021-08-20 03:00:00,1.16856,1.363,0.68376,0.77807,0.71444
2021-08-20 04:00:00,1.16861,1.36336,0.6834,0.77755,0.71386
2021-08-20 05:00:00,1.1687,1.36338,0.68334,0.77722,0.7133
2021-08-20 06:00:00,1.16831,1.36188,0.68212,0.77603,0.71209
2021-08-20 07:00:00,1.16795,1.3618,0.6817,0.77455,0.71136
2021-08-20 08:00:00,1.16741,1.36222,0.68216,0.77454,0.71194
2021-08-20 09:00:00,1.16755,1.36182,0.6816,0.77352,0.71178
2021-08-20 10:00:00,1.16804,1.36202,0.68189,0.77462,0.71258
2021-08-20 11:00:00,1.16682,1.3612,0.68226,0.77477,0.71283
2021-08-20 12:00:00,1.16684,1.36054,0.68185,0.77503,0.71253
2021-08-20 13:00:00,1.16795,1.36296,0.68392,0.77784,0.71464
2021-08-20 14:00:00,1.16787,1.36137,0.68244,0.77707,0.71264
2021-08-20 15:00:00,1.16905,1.3626,0.68302,0.77803,0.71331
2021-08-20 16:00:00,1.17033,1.3628,0.68366,0.77871,0.71414
2021-08-20 17:00:00,1.16946,1.36215,0.68274,0.77846,0.7134
2021-08-20 18:00:00,1.16964,1.36224,0.68374,0.77844,0.71366
2021-08-20 19:00:00,1.17022,1.36255,0.68384,0.77967,0.7143
2021-08-20 20:00:00,1.16989,1.36242,0.68367,0.77989,0.71413
